snapshot_date,country,marketplace,channel,sku,site_sku,asin,currency,sales_units,sales_amount,sales_amount_usd,return_units,total_orders,session,page_view,unit_session_percentage,buy_box_percentage,browser_session,browser_page_views,app_session,app_page_view,source_system,source_report,source_file_id,source_sheet_name,source_row_hash,sync_batch_id,synced_at,created_at,updated_at,data_window_start_date,data_window_end_date,latest_source_date,is_fallback_used,fallback_reason,data_age_days
2026-07-19,JP,Amazon,Amazon,SP3120-R,,,JPY,1.00,"2,999.00",20.51,,1,4,5,25,$100.00,0,0,4,5,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,3eb3ff377a6fae69b4ae0474fa42ef6b,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-07-19,JP,Amazon,Amazon,SP5020-R,,,JPY,1.00,"3,999.00",27.35,,1,13,16,7.69,$100.00,4,7,9,9,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,fc3504af48febdcdc184477d4a74d2f8,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-07-19,UK,Amazon,Amazon,SP5020-B,,,GBP,1.00,18.80,25.38,0,1,1,1,100,$100.00,0,0,1,1,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,f2812844f530d7edc593af418542dd06,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-07-19,UK,Amazon,Amazon,CO1100-S,,,GBP,1.00,24.99,33.74,0,1,13,17,7.69,$100.00,6,10,7,7,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,6c3bf8ed1c917462c369f515ba6cd5d7,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-07-19,UK,Amazon,Amazon,SP3320-M,,,GBP,1.00,16.50,22.28,0,1,3,4,33.33,$100.00,1,1,2,3,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,e666c8979f5c8963b849756bdb545da0,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-07-19,UK,Amazon,Amazon,CO2300-R,,,GBP,1.00,29.50,39.83,0,1,2,4,50,$100.00,1,3,1,1,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,154aeff51bf7ddaf4256c06b9a1038a9,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-07-19,UK,Amazon,Amazon,SP3410-M,,,GBP,1.00,15.60,21.06,0,1,2,2,50,$100.00,0,0,2,2,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,be6d8b89a83b39af99512fe75f25f6a4,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-07-19,US,Amazon,Amazon,CO2300-W,,,USD,1.00,34.99,34.99,0,1,25,32,4,$70.37,12,16,13,16,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,3d67d0f5d3eb659be98a7ad04f40f686,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-07-19,US,Amazon,Amazon,CO1150-BM,,,USD,1.00,34.99,34.99,0,1,19,21,5.26,$100.00,4,4,15,17,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,e685a11ee8675611cb1bbb2a6165adf7,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-07-19,US,Amazon,Amazon,MO5600-T,,,USD,1.00,19.99,19.99,0,1,28,33,3.57,$100.00,2,2,26,31,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,1f143dd54d41d42e50e59d1b9e750f55,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-07-19,US,Amazon,Amazon,SP3410-T,,,USD,1.00,19.99,19.99,0,1,8,8,12.5,$100.00,1,1,7,7,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,7b37130baebe2f67ddc59d5c1c02a8e1,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-07-19,US,Amazon,Amazon,CO1150-EM,,,USD,1.00,34.99,34.99,0,1,24,26,4.17,$100.00,5,7,19,19,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,3bdea096983d4525f2c00ffad4e15144,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-07-19,US,Amazon,Amazon,MF1000-M1,,,USD,1.00,24.99,24.99,0,1,5,7,20,$100.00,1,1,4,6,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,d34dad4e2cded997d5e5f9a06d14bd38,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-07-19,US,Amazon,Amazon,SP5023-T,,,USD,1.00,25.99,25.99,0,1,4,5,25,$100.00,1,2,3,3,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,e076817717f078977c7a906a469b3f87,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-07-19,US,Amazon,Amazon,SP3320-R,,,USD,1.00,20.99,20.99,0,1,5,5,20,$100.00,4,4,1,1,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,01cdfa8d3379cd618c59bd75bd7b3e8a,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-07-19,US,Amazon,Amazon,SP5051-US,,,USD,1.00,26.99,26.99,0,1,11,14,9.09,$100.00,3,6,8,8,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,4ac97a4862e8ccad97da0fa5266d4c13,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-07-19,US,Amazon,Amazon,CO2102-R,,,USD,1.00,34.99,34.99,0,1,15,16,6.67,$100.00,6,7,9,9,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,74037f21d231f87986c65d7f3299e08d,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-07-19,US,Amazon,Amazon,CO2300-R,,,USD,1.00,34.99,34.99,0,1,37,51,2.7,$100.00,18,22,19,29,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,4c63136dadb0b7cd38fb838fa7943ea2,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-07-19,US,Amazon,Amazon,GA0150-T,,,USD,1.00,39.99,39.99,0,1,21,29,4.76,$100.00,6,9,15,20,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,8035faf4e7ccbd8ab3bf02a06c957cf9,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-07-19,US,Amazon,Amazon,MO5600-W,,,USD,1.00,19.99,19.99,0,1,12,13,8.33,$100.00,4,5,8,8,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,b8020861e37ef946be975bea4482a4d6,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-07-19,US,Amazon,Amazon,CO5600-RB,,,USD,1.00,59.99,59.99,0,1,68,77,1.47,$98.70,29,35,39,42,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,6d7b13ac9515bcfe36a318a13ef0dea8,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-07-19,US,Amazon,Amazon,SP5020-Y,,,USD,1.00,24.99,24.99,1,1,17,23,5.88,$100.00,4,8,13,15,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,5027b05f5c8d15d1972df9eece4a8092,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-07-19,AU,Amazon,Amazon,SP3120-M,,,AUD,2.00,59.98,39.11,,2,2,2,100,$100.00,1,1,1,1,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,bc18d98beef3a1e95799a2382a9f5263,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-07-19,DE,Amazon,Amazon,CO1100-W,,,EUR,2.00,60.23,69.99,0,2,10,21,20,$100.00,5,10,5,11,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,c8f3d568ac414192208e664b190daaa3,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-07-19,DE,Amazon,Amazon,CO1100-T,,,EUR,2.00,59.98,69.70,0,2,13,16,15.38,$100.00,6,7,7,9,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,9b4eea2974c73846ffcaf8a9574182ad,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-07-19,FR,Amazon,Amazon,SP5020-M,,,EUR,2.00,45.00,52.29,0,2,14,16,14.29,$100.00,5,7,9,9,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,85d4a5185b411bf9574d2cb394a02c21,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-07-19,UK,Amazon,Amazon,SP5020-R,,,GBP,2.00,37.60,50.76,0,2,12,14,16.67,$100.00,4,4,8,10,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,c211ad9c4b1444b9779e50c12418c80c,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-07-19,UK,Amazon,Amazon,SP5020-M,,,GBP,2.00,37.60,50.76,0,2,11,18,18.18,$100.00,1,1,10,17,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,8316c589aeeead0f5743e54cd064c8ac,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-07-19,UK,Amazon,Amazon,CO1100-T,,,GBP,2.00,49.98,67.47,0,2,8,8,25,$100.00,5,5,3,3,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,9e4c662c3fc736a1afa6e25795483aa8,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-07-19,UK,Amazon,Amazon,SP5120-M,,,GBP,2.00,25.98,35.07,0,2,3,4,66.67,$100.00,0,0,3,4,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,a5f30a628969d5a9215d13f2a770c665,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-07-19,US,Amazon,Amazon,CO2102-P,,,USD,2.00,69.98,69.98,0,2,60,65,3.33,$100.00,17,18,43,47,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,df5de548f9d952788d23c60e75459720,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-07-19,US,Amazon,Amazon,SP5120-M,,,USD,2.00,35.98,35.98,1,2,59,82,3.39,$100.00,22,25,37,57,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,f25ced2bc45a78339d80d4d68b92d58a,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
